stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,stop_timezone,wheelchair_boarding
1283,TERRA6,Terra Amata,43.700188,7.288096,,0,place_097469,,1
1284,TERRA1,Terra Amata,43.700844,7.289681,,0,place_097469,,0
1286,TERRA4,Terrasses,43.702259,7.245812,,0,place_097470,,0
1287,TERIM9,Terrasses Impériales,43.708391,7.245406,,0,place_097471,,0
1288,TERIM0,Terrasses Impériales,43.708477,7.245488,,0,place_097471,,0
1289,TEPES5,Terrasses Pessicart,43.722778,7.238356,,0,place_097472,,0
1290,TEPES6,Terrasses Pessicart,43.722623,7.238391,,0,place_097472,,0
1291,TERRN7,Terron,43.701362,7.207434,,0,place_097474,,0
1292,TERRN6,Terron,43.70184,7.207206,,0,place_097474,,0
1293,BANVI1,Théodore de Banville / Lorrain,43.688342,7.294448,,0,place_097475,,0
1296,THIER0,Thiers / Gambetta,43.702052,7.256213,,0,place_097476,,0
1297,THIER8,Thiers / Gambetta,43.701867,7.25687,,0,place_097476,,0
1298,THIER1,Thiers / Gambetta,43.701874,7.256123,,0,place_097476,,0
1299,THIER7,Thiers / Gambetta,43.701588,7.25598,,0,place_097476,,0
1300,TOIZE6,Toit Zézette,43.731245,7.217271,,0,place_097478,,0
1302,TORDO4,Pont des Abattoirs,43.719269,7.283339,,0,place_100428,,0
1303,TORDO6,Tordo,43.720494,7.281654,,0,place_097479,,1
1304,TORDO9,Tordo,43.719852,7.281512,,0,place_097479,,1
1305,TOSEL3,Toselli,43.704867,7.270217,,0,place_097480,,1
1308,TROBE8,Tournant Robert,43.681041,7.205115,,0,place_097483,,1
1313,3VAL26,Trois Vallées,43.689347,7.228226,,0,place_097488,,0
1314,TYRSE6,Tyrsene,43.689211,7.215237,,0,place_097489,,0
1315,TZARE9,Tzaréwitch,43.702402,7.251357,,0,place_TZARE,,1
1316,TZARE6,Tzaréwitch,43.702374,7.251471,,0,place_TZARE,,1
1317,TZAGB6,Tzaréwitch / Gambetta,43.70268,7.255434,,0,place_097491,,1
1318,TZAGB5,Tzaréwitch / Gambetta,43.70267,7.254707,,0,place_097491,,1
1319,ULETT4,Uletta,43.698838,7.227753,,0,place_097492,,0
1320,ULETT5,Uletta,43.69894,7.227692,,0,place_097492,,0
1321,BOSIO9,Urbain Bosio,43.699198,7.293759,,0,place_097493,,0
1322,BOSIO8,Urbain Bosio,43.698743,7.293856,,0,place_097493,,0
1323,USINE0,Usine / Canta Galet,43.703272,7.221504,,0,place_097494,,1
1324,USINE1,Usine / Canta Galet,43.703677,7.221416,,0,place_097494,,1
1325,VALAZ1,Val Azur,43.687069,7.229805,,0,place_097495,,0
1326,VALA31,Val Azur,43.687249,7.229411,,0,place_097495,,0
1327,VFLEU2,Val Fleuri,43.716888,7.263821,,0,place_097496,,0
1331,VALLO8,Vallon,43.688454,7.228857,,0,place_097498,,0
1332,VALLO4,Vallon,43.688318,7.228871,,0,place_097498,,0
1333,VALL16,Vallon 1,43.747617,7.244742,,0,place_097499,,0
1334,VALL17,Vallon 1,43.747595,7.244789,,0,place_097499,,0
1335,VAL26,Vallon 2,43.741014,7.258841,,0,place_097500,,0
1336,VAL27,Vallon 2,43.741039,7.258881,,0,place_097500,,0
1339,VALBA6,Vallon Barla,43.682395,7.231787,,0,place_097501,,0
1340,VALPE4,Vallon de Pessicart,43.717457,7.244685,,0,place_VALPE,,0
1341,VALPE8,Vallon de Pessicart,43.717455,7.244734,,0,place_VALPE8,,0
1342,VALON2,Vallon des Fleurs,43.732514,7.271458,,0,place_097503,,0
1343,VALOT5,Valrose Université,43.715538,7.262629,,0,place_097504,,1
1344,VALOT7,Valrose Université,43.716159,7.262748,,0,place_097504,,1
1345,VALRO3,Valrose,43.715823,7.265181,,0,place_097505,,1
1346,VERDI4,Verdi,43.69958,7.261728,,0,place_097508,,1
1348,VERNG2,Vernier / Gambetta,43.707438,7.256123,,0,place_097510,,1
1349,VERNG5,Vernier / Gambetta,43.707287,7.256012,,0,place_097510,,1
1350,VEROL7,Vérola,43.710619,7.19282,,0,place_097511,,1
1351,VEROL0,Vérola,43.710749,7.192533,,0,place_097511,,1
1354,VHUGO0,Victor Hugo,43.702228,7.268846,,0,place_097512,,1
1355,VICTO6,Victoria,43.719265,7.273239,,0,place_097513,,0
1360,VIEMA1,Vieux Mas,43.708293,7.243796,,0,place_097516,,0
1361,VIEMA2,Vieux Mas,43.708216,7.243702,,0,place_097516,,0
1362,VIGNA6,Vigna,43.723284,7.222178,,0,place_097517,,0
1363,VIGNA7,Vigna,43.722747,7.222105,,0,place_097517,,0
1366,VILCY7,Villa Cyrnos,43.71635,7.250426,,0,place_097519,,0
1367,VILLO6,Villa Louise,43.710627,7.197549,,0,place_099825,,0
1368,PREJA1,Villa Préjane,43.711627,7.228638,,0,place_097523,,0
1369,PREJA5,Villa Préjane,43.711885,7.228512,,0,place_097523,,0
1370,VIANS6,Villa Vansy,43.705789,7.249353,,0,place_097524,,0
1371,VILLA0,Villa la côte,43.690968,7.293449,,0,place_097520,,0
1372,VILLA9,Villa La Côte,43.69079,7.293757,,0,place_097520,,0
1373,MONTC7,Mont Carmel,43.726623,7.260588,,0,place_097236,,0
1375,VISMA8,Vismara,43.725329,7.263098,,0,place_097530,,0
1376,VISMA3,Vismara,43.725406,7.263287,,0,place_097530,,0
1377,VITTO4,Vittone,43.674331,7.213396,,0,place_097531,,1
1378,VITTO3,Vittone,43.674633,7.21178,,0,place_097531,,1
1379,ROMAI6,Antonia Augusta,43.721968,7.286837,,0,place_097532,,0
1380,WILSH3,Wilson,43.700404,7.273565,,0,place_097533,,1
1381,WILSG8,Wilson,43.699891,7.274453,,0,place_100055,,1
1383,WILSP2,Pastorelli,43.70086,7.27177,,0,place_PASTOR,,1
1384,XVCOR0,XVe Corps,43.706169,7.281156,,0,place_097534,,1
1385,XVCOR7,XVe Corps,43.706354,7.280253,,0,place_097534,,1
1390,MORET7,Groupe scolaire / Moretti,43.704984,7.207901,,0,place_096926,,0
1393,RISSO2,Palais des Expositions,43.70753,7.283307,,0,place_097272,,1
1394,CASFA1,Castel Fabron,43.704926,7.199871,,0,place_096732,,0
1395,CASFA2,Castel Fabron,43.704794,7.200012,,0,place_096732,,0
1396,CHESA8,Chemin Saquier,43.749515,7.216354,,0,place_096756,,0
1398,FLORI1,Le Florilège,43.710928,7.252615,,0,place_097049,,0
1399,ROCHE1,Les Rochers,43.71013,7.295542,,0,place_097142,,0
1400,ROCHE2,Les Rochers,43.710642,7.295399,,0,place_097142,,0
1401,N1211,N.121,43.712558,7.249825,,0,place_097250,,1
1402,TEIRA1,Les Teiras,43.716421,7.297444,,0,place_097153,,0
1403,TEIRA2,Les Teiras,43.716483,7.297449,,0,place_097153,,0
1404,VILVE1,Villa Verte,43.708856,7.297846,,0,place_097525,,0
1405,VILVE2,Villa Verte,43.708962,7.297781,,0,place_097525,,0
1406,CORBE1,Corniche Bellevue,43.708147,7.243038,,0,place_096799,,0
1407,GARIB3,Garibaldi,43.701558,7.280557,,0,place_096907,,1
1408,MORET6,Groupe scolaire / Moretti,43.704939,7.20792,,0,place_096926,,0
1409,LAVIS2,Ginestière,43.708369,7.214595,,0,place_097405,,1
1410,CSERR2,Les Serres,43.714055,7.194637,,0,place_099823,,0
1411,LINGA1,Lingostière Gare,43.720512,7.188517,,0,place_097166,,0
1412,NCOSS1,L'Ossuaire,43.744606,7.298745,,0,place_097175,,0
1414,POSTB4,Poste de Saint-Roman,43.745871,7.215715,,0,place_097340,,1
1416,LACON2,La Conque,43.706946,7.240328,,0,place_096985,,0
1417,GENIB2,Le Génie / Bellet,43.740274,7.216832,,0,place_097053,,0
1418,EPING1,L'Epingle,43.703454,7.242474,,0,place_097088,,0
1419,MENCA1,Mencarelli,43.697598,7.237493,,0,place_097213,,0
1421,VILLE2,Gustave Nadaud,43.710524,7.272756,,0,place_096773,,0
1422,BORRE9,Borriglione,43.711579,7.260969,,0,place_096693,,1
1423,BROWN4,La Charmeraie / Cimiez,43.709477,7.2728,,0,place_096978,,0
1425,VFLEU7,Val Fleuri,43.718047,7.264405,,0,place_097496,,0
1426,CATVIL,Cathédrale - Vieille Ville,43.698441,7.276377,,0,place_096733,,1
1427,CERNU8,Cernuschi,43.727652,7.251992,,0,place_096739,,0
1431,HENIE5,Chénier,43.723129,7.259996,,0,place_CHENIE,,0
1434,DELOY0,Deloye / Dubouchage,43.700626,7.269018,,0,place_096822,,0
1442,LEPIN3,Valrose Université,43.715747,7.261825,,0,place_096839,,1
1443,ARC51,Eglise Jeanne d'Arc,43.713703,7.262668,,0,place_096861,,1
1445,GAMBD0,Gambetta / France,43.696273,7.256198,,0,place_101310,,0
1446,GSNC50,Gare Thiers,43.704119,7.261885,,0,place_100106,,1
1447,GEORG5,Résidence Monticello,43.70988,7.267733,,0,place_097373,,0
1448,GEORG7,Palais Prince Charles,43.711169,7.268503,,0,place_097274,,0
1449,GEORG4,Palais Prince Charles,43.711264,7.268362,,0,place_097274,,0
1450,GEORG3,Avenue Flora,43.712619,7.270863,,0,place_096650,,0
1451,GEORG8,Avenue Flora,43.712777,7.270766,,0,place_096650,,0
1452,GEORG6,Résidence Monticello,43.709706,7.267594,,0,place_097373,,0
1453,GEORG2,George V,43.713504,7.270419,,0,place_096911,,0
1454,GEORG9,George V,43.713529,7.270272,,0,place_096911,,0
1455,GOIRA5,Saint-Sylvestre,43.724579,7.249654,,0,place_096914,,1
1457,GCORN4,Grande Corniche,43.708335,7.291983,,0,place_096918,,0
1460,HDUN4,Henri Dunant,43.725784,7.264789,,0,place_096938,,0
1462,STROC2,Hôpital Saint-Roch,43.702081,7.273451,,0,place_096944,,1
1466,LAUV1,La Lauvette,43.743385,7.306901,,0,place_097000,,0
1476,LERAY0,Comte de Falicon,43.726128,7.255839,,0,place_096790,,1
1478,C62A14,Les Cappan Croisement,43.749136,7.196707,,0,place_CAPAC,,0
1482,C62A17,Les Séoules,43.748089,7.206937,,0,place_097147,,0
1485,SUPMA1,Madeleine Supérieure,43.729271,7.22223,,0,place_097188,,0
1486,MAJES1,Majestic,43.691401,7.220687,,0,place_MAJES,,0
1487,MEND82,Mendiguren,43.706743,7.277071,,0,place_097214,,0
1488,MEND79,Les Coccinelles,43.705601,7.27763,,0,place_097106,,0
1489,MEND78,Les Coccinelles,43.705639,7.277585,,0,place_097106,,0
1490,MERM2,Le Roure,43.724952,7.221837,,0,place_097215,,0
1491,MERM1,Le Roure,43.724942,7.221878,,0,place_097215,,0
1492,MANGE2,Michel Ange,43.711274,7.260218,,0,place_097218,,0
1494,MONGR5,Mont Gros,43.717311,7.29433,,0,place_MTGROS,,1
1495,MOCI83,Montée de Cimiez,43.706613,7.275967,,0,place_097240,,0
1496,MOCI80,Montée de Cimiez,43.706376,7.276232,,0,place_097240,,0
1497,NORMA1,Normandie / Cimiez,43.707207,7.27361,,0,place_097263,,0
1502,PAST9,Voie Romaine,43.723507,7.283108,,0,place_PAST,,1
1504,PICAR6,Picardie,43.708199,7.274963,,0,place_097306,,0
1505,PSEMA6,Pierre Sémard,43.716023,7.289797,,0,place_PSEMA,,1
1506,PSEMA8,Pierre Sémard,43.716006,7.289782,,0,place_PSEMA,,1
1512,STCH7,Pont Michel,43.722653,7.292535,,0,place_097331,,0
1513,STCH2,Pont Michel,43.722834,7.290751,,0,place_097331,,1
1515,PUGE54,Puget / Borriglione,43.717354,7.261316,,0,place_101379,,1
1516,C62A20,Pylônes,43.740969,7.201779,,0,place_100109,,0
1517,C62A21,Raccourci du Pilon,43.750517,7.214121,,0,place_097359,,0
1519,RIMIE9,Rimiez Saint-George,43.733119,7.276951,,0,place_097382,,1
1521,NCROB1,Robini,43.682769,7.198719,,0,place_090817,,0
1525,MARGU2,Sainte-Marguerite,43.676898,7.22565,,0,place_097433,,0
1530,SAPIF1,Saint-Pierre-de-Féric,43.717338,7.23638,,0,place_097423,,1
1531,SQUN6,Square Normandie Niemen,43.704387,7.287817,,0,place_097451,,1
1538,VALON4,Vallon des Fleurs,43.732655,7.271333,,0,place_097503,,0
1542,VILLE0,Le Verseau,43.713065,7.273137,,0,place_097078,,0
1543,VILLE3,Le Verseau,43.713028,7.273159,,0,place_097078,,0
1544,VILLE1,Gustave Nadaud,43.710417,7.272746,,0,place_096773,,0
1545,VITTO5,Vittone,43.674257,7.212972,,0,place_097531,,0
1546,XVCOR1,XVe Corps,43.706826,7.280368,,0,place_097534,,0
1547,BROWN5,La Charmeraie / Cimiez,43.709306,7.272998,,0,place_096978,,0
1548,C62A1,Cappan Hameau,43.752438,7.203515,,0,place_CAPHAM,,0
1550,BOICY6,Bois de Cythère,43.706384,7.24815,,0,place_096689,,0
1551,ESCDA7,Escalier / Dauphiné,43.704878,7.248207,,0,place_096865,,0
1553,COLLI3,La Colline / Costière,43.710707,7.229862,,0,place_096984,,0
1554,COLLI2,La Colline / Costière,43.711069,7.229223,,0,place_096984,,0
1555,LEPON3,Le Pont / Dauphiné,43.703429,7.249758,,0,place_097068,,0
1556,EGLIS9,Marie Madeleine,43.70878,7.23064,,0,place_099868,,0
1558,LOUCA5,Lou Castel,43.706808,7.246945,,0,place_097176,,0
1559,MARJO0,Marjolaine,43.704364,7.249205,,0,place_097200,,0
1560,LVPDV3,Plan du Var,43.858709,7.197348,,0,place_095476,,0
1563,VALBA1,Vallon Barla,43.682466,7.231804,,0,place_097501,,0
1564,VIVAN8,Villa Vansy,43.705696,7.249432,,0,place_097524,,0
1565,TABAM1,Tabacs / Madeleine,43.701876,7.236509,,0,place_097461,,1
1566,TABAM2,Tabacs / Madeleine,43.702384,7.23646,,0,place_097461,,1
1567,PRIMO1,Primerose / Dauphiné,43.705491,7.24996,,0,place_097348,,0
1568,CNSTL1,Constellations,43.688988,7.226805,,0,place_096795,,0
1570,CLAIR3,Clair Horizon,43.685811,7.225596,,0,place_096771,,1
1571,BATTE7,Batterie,43.678682,7.218799,,0,place_096668,,1
1572,JARHE4,Jardin,43.704806,7.247195,,0,place_096953,,0
1591,AUVA10,Auvare,43.712295,7.288616,,0,place_096641,,1
1593,PREVE3,Ecole Prévert,43.739424,7.306082,,0,place_096852,,1
1594,BESSE4,Cyrille Besset,43.716789,7.255814,,0,place_096812,,0
1597,NCVLL1,Villa Laurenti,43.722102,7.26907,,0,place_097521,,1
1598,RISSO1,Palais des Expositions,43.707731,7.284709,,0,place_097272,,1
1599,NCCHA1,Avenue Charpentier,43.717567,7.250394,,0,place_096643,,0
1601,KLEIN2,Defly / Klein,43.701809,7.277624,,0,place_DKLEIN,,0
1607,REPUB7,République / Delfino,43.705458,7.284309,,0,place_097368,,1
1612,LIBER2,Libération,43.710077,7.261134,,0,place_097162,,1
1613,LIBER3,Libération,43.710575,7.263113,,0,place_097162,,1
1614,PIETR4,Pietruschi,43.738515,7.278116,,0,place_097309,,0
1615,NCNAZ5,Nazareth,43.70946,7.255607,,0,place_097255,,1
1616,GARNI6,Joseph Garnier,43.710119,7.25853,,0,place_096965,,1
1617,NCBAG7,Bagnis,43.735111,7.215341,,0,place_096657,,0
1618,NCBAG8,Bagnis,43.734699,7.21543,,0,place_096657,,0
1619,CARLO9,Carlone,43.693709,7.241206,,0,place_CARLON,,1
1623,BELVE3,Belvédère,43.698959,7.204447,,0,place_096681,,0
1624,BELVE4,Belvédère,43.698647,7.204385,,0,place_096681,,0
1625,MADEL5,La Madeleine,43.708531,7.230383,,0,place_097001,,1
1626,MADEL6,La Madeleine,43.708452,7.230327,,0,place_097001,,1
1627,NCMAN7,Boulevard Mantega,43.711273,7.250956,,0,place_096697,,0
1631,NCLGA1,La Gare,43.708591,7.231841,,0,place_096994,,0
1632,NCLGA2,La Gare,43.708636,7.231845,,0,place_096994,,0
1633,NCABT3,Ancienne Batterie,43.701859,7.242273,,0,place_096627,,0
1634,NCABT4,Ancienne Batterie,43.702255,7.241488,,0,place_096627,,0
1635,NCCDG5,Camin Dei Galofre,43.707683,7.235189,,0,place_096711,,0
1636,NCCDG6,Camin Dei Galofre,43.707619,7.235221,,0,place_096711,,0
1637,NCCAR7,Les Galets,43.711218,7.233694,,0,place_101386,,0
1638,NCCAR8,Les Galets,43.711406,7.233722,,0,place_101386,,0
1642,VALOT2,Valrose Université,43.715752,7.263387,,0,place_097504,,1
2501,ACROP4,République,43.704594,7.28231,,0,place_096611,,1
2502,ACROP8,République,43.704614,7.282274,,0,place_096611,,1
2503,BORRI6,Borriglione,43.711862,7.261771,,0,place_096693,,1
2504,BORR46,Borriglione,43.711858,7.261858,,0,place_096693,,1
2505,CATHE2,Cathédrale - Vieille Ville,43.698418,7.276548,,0,place_096733,,1
2506,CATHE0,Cathédrale - Vieille Ville,43.698446,7.276525,,0,place_096733,,1
2507,COMTE2,Comte de Falicon,43.72598,7.255715,,0,place_096790,,1
2508,COMT50,Comte de Falicon,43.725988,7.255753,,0,place_096790,,1
2509,GARET4,Gare Thiers,43.705514,7.264922,,0,place_100106,,1
2510,GARE18,Gare Thiers,43.705497,7.264882,,0,place_100106,,1
2511,GARB39,Garibaldi,43.701578,7.28052,,0,place_096907,,1
2512,GORB48,Gorbella,43.717845,7.256974,,0,place_096916,,1
2513,GORB14,Gorbella,43.717847,7.256924,,0,place_096916,,1
2514,JMEDE9,Jean Médecin,43.701686,7.267298,,0,place_096962,,1
2515,JMECE3,Jean Médecin,43.701702,7.267336,,0,place_096962,,1
2516,LASP51,Henri Sappia,43.730643,7.254193,,0,place_097074,,1
2517,LASPL1,Henri Sappia,43.730435,7.2542,,0,place_097074,,1
2518,LERAY9,Le Ray,43.721525,7.256448,,0,place_097073,,1
2519,LRAY13,Le Ray,43.721518,7.25641,,0,place_097073,,1
2520,LIBER7,Libération,43.709077,7.262611,,0,place_097162,,1
2521,LIBER5,Libération,43.709085,7.262636,,0,place_097162,,1
2522,MASSE0,Masséna,43.698403,7.26937,,0,place_097204,,1
2523,MASSE2,Masséna,43.698419,7.26941,,0,place_097204,,1
2524,OPER41,Opéra - Vieille Ville,43.697277,7.272935,,0,place_097268,,1
2525,OPERA1,Opéra - Vieille Ville,43.697249,7.272958,,0,place_097268,,1
2526,PALAI7,Palais des Expositions,43.707335,7.283814,,0,place_097272,,1
2527,PALAI5,Palais des Expositions,43.707325,7.283851,,0,place_097272,,1
2528,MICHE1,Pont Michel,43.722909,7.29088,,0,place_097331,,1
2529,MICHE2,Pont Michel,43.722792,7.290672,,0,place_097331,,1
2531,CHARL2,Saint-Charles,43.718466,7.291711,,0,place_097406,,1
2532,CHARL0,Saint-Charles,43.718474,7.291749,,0,place_097406,,1
2533,ANGEL5,Saint-Jean-d'Angely Université,43.709549,7.290364,,0,place_097415,,1
2534,ANGEL7,Saint-Jean-d'Angely Université,43.709522,7.290349,,0,place_097415,,1
2535,ROCH34,Saint-Roch,43.711726,7.292776,,0,place_097426,,1
2536,ROCH28,Saint-Roch,43.711724,7.292813,,0,place_097426,,1
2538,VALRO7,Valrose Université,43.715502,7.261539,,0,place_097506,,1
2539,VALRO5,Valrose Université,43.715505,7.261491,,0,place_097506,,1
2540,VAUBA6,Vauban,43.710009,7.286604,,0,place_097507,,1
2541,VAUB36,Vauban,43.710044,7.28662,,0,place_097507,,1
2542,VIRGI9,Virgile Barel,43.71493,7.292831,,0,place_097529,,1
2543,VIRGI3,Virgile Barel,43.714931,7.292794,,0,place_097529,,1
2545,CANTA5,Canta Galet,43.71905,7.217803,,0,place_096712,,1
2546,CANTA6,Canta Galet,43.719051,7.217522,,0,place_096712,,1
2547,NCSER7,Les Serres de Crémat,43.716973,7.196144,,0,place_099823,,0
2549,NCVCC9,Vieux Chemin de Crémat,43.712637,7.198737,,0,place_097514,,0
2550,NCVCC0,Vieux Chemin de Crémat,43.712816,7.198681,,0,place_097514,,0
2551,NCTOA1,Le Toasc,43.716874,7.198348,,0,place_097076,,0
2552,NCTOA2,Le Toasc,43.717017,7.198455,,0,place_097076,,0
2553,NCTCT3,Tennis de Crémat,43.718302,7.203302,,0,place_097466,,1
2554,NCTCT4,Tennis de Crémat,43.719044,7.205253,,0,place_097466,,0
2555,LAVIG9,La Vignette,43.720499,7.208158,,0,place_097023,,0
2556,LAVIG8,La Vignette,43.720378,7.20799,,0,place_097023,,0
2557,CHCRE7,Château de Crémat,43.723474,7.208643,,0,place_096744,,0
2558,CHCRE6,Château de Crémat,43.72348,7.20856,,0,place_096744,,0
2559,LEFOU4,Le Four,43.724981,7.208785,,0,place_097050,,0
2560,RAIOL3,La Raïola,43.729689,7.211017,,0,place_097013,,0
2561,RAIOL2,La Raïola,43.729591,7.210944,,0,place_097013,,0
2562,TRAMO1,Tramontane,43.73174,7.213501,,0,place_097485,,0
2563,TRAMO0,Tramontane,43.731834,7.21329,,0,place_097485,,0
2566,NCCIG2,Les Cigales,43.75071,7.306844,,0,place_CIGALE,,0
2569,NCLAB1,Labrador,43.751814,7.307338,,0,place_097025,,0
2570,NCHAI0,La Haie,43.748682,7.306493,,0,place_096997,,0
2571,NCESC2,L'Escalier,43.746652,7.308142,,0,place_097159,,0
2572,CSLAU2,Complexe Sportif La Lauvette,43.749022,7.301441,,0,place_096789,,0
2573,CHELA3,Chemin de La Lauvette,43.742802,7.308029,,0,place_096750,,0
2574,CHELA4,Chemin de La Lauvette,43.742703,7.307834,,0,place_096750,,0
2575,HAIRA5,Stade Hairabedian,43.746585,7.304695,,0,place_097456,,0
2576,HAIRA6,Stade Hairabedian,43.746456,7.304559,,0,place_097456,,0
2577,VAUBA7,Vauban,43.708631,7.286194,,0,place_097507,,1
2583,RISSO9,Palais des Expositions,43.708089,7.284665,,0,place_097272,,1
2588,CARNO8,Carnot,43.69814,7.287993,,0,place_096719,,0
2590,ECINF0,Ecole D'Infirmières,43.725236,7.279583,,0,place_096849,,0
2591,ECINF1,Ecole D'Infirmières,43.724936,7.27983,,0,place_096849,,1
2602,WPORT0,Port Lympia,43.698355,7.28446,,0,place_PORLYM,,1
2603,WGARI0,Garibaldi / Le Château,43.700047,7.280672,,0,place_WGARI,,1
2604,WGARI1,Garibaldi / Le Château,43.700031,7.280632,,0,place_WGARI,,1
2605,WDURA0,Durandy,43.701473,7.272328,,0,place_WDURA,,1
2606,WDURA1,Durandy,43.701442,7.272327,,0,place_WDURA,,1
2607,WMEDE0,Jean Médecin,43.700097,7.2665,,0,place_096962,,1
2608,WMEDE1,Jean Médecin,43.700067,7.26652,,0,place_096962,,1
2609,WALSA0,Alsace-Lorraine,43.697809,7.257236,,0,place_096624,,1
2610,WALSA1,Alsace-Lorraine,43.697777,7.257249,,0,place_096624,,1
2613,WMAGN0,Magnan,43.691681,7.245766,,0,place_097192,,1
2614,WMAGN1,Magnan,43.691652,7.245788,,0,place_097192,,1
2615,WLENV0,Lenval Hôpital,43.689563,7.241194,,0,place_096942,,1
2616,WLENV1,Lenval Hôpital,43.689539,7.241224,,0,place_096942,,1
2617,WFABR0,Fabron,43.68684,7.237068,,0,place_096872,,1
2618,WFABR1,Fabron,43.686817,7.237102,,0,place_096872,,1
2621,WFERB0,Ferber,43.676907,7.228322,,0,place_090328,,1
2622,WFERB1,Ferber,43.676896,7.228362,,0,place_090328,,1
2623,WKIRC0,Cassin / Kirchner,43.6723,7.224095,,0,place_096729,,1
2624,WKIRC1,Cassin / Kirchner,43.672277,7.224127,,0,place_096729,,1
2629,WAERT1,Aéroport Terminal 1,43.665299,7.21087,,0,place_099904,,1
2630,WAEOT1,Aéroport Terminal 1,43.665265,7.210877,,0,place_099904,,1
2632,WMONT0,Paul Montel / Les Moulins,43.673445,7.208594,,0,place_PAUMO,,1
2633,WMONT1,Paul Montel / Les Moulins,43.673428,7.208554,,0,place_PAUMO,,1
2635,WDIGU0,Digue des Français,43.676675,7.20602,,0,place_096833,,1
2636,WDIGU1,Digue des Français,43.676642,7.205943,,0,place_096833,,1
2637,WCADA0,CADAM,43.676783,7.199178,,0,place_WCADA,,1
2643,WPAST1,Hôpital Pasteur,43.723284,7.285424,,0,place_096943,,0
2644,WPORT1,Port Lympia,43.698322,7.284455,,0,place_PORLYM,,1
2645,WCADA1,CADAM / Centre Administratif,43.676752,7.199191,,0,place_WCADA,,1
2648,STVAL8,Stade de Valrose,43.717858,7.266189,,0,place_097452,,1
2649,STVAL9,Résidence Universitaire Montebello,43.719235,7.267774,,0,place_097375,,0
2651,PROME1,Garibaldi,43.700629,7.27858,,0,place_101383,,1
2652,ARBOR2,Les Arboras,43.692165,7.200023,,0,place_ARBORA,,1
2653,ARBOR3,Les Arboras,43.692178,7.199927,,0,place_ARBORA,,1
2654,ALBER4,Jardin d'Arménie,43.695717,7.2666,,0,place_096617,,0
2655,GUSTA5,Congrès / Promenade,43.694979,7.264292,,0,place_097209,,1
2656,ALBER6,Alberti,43.698802,7.272394,,0,place_096618,,1
2659,NCCSI9,Centre Commercial / Saint-Isidore,43.710397,7.189234,,0,place_CCSISI,,1
2665,STJOS5,Saint-Joseph,43.735044,7.296507,,0,place_097416,,1
2666,3VAL66,Trois Vallées,43.690149,7.227016,,0,place_097488,,0
2668,TRACH8,Trachel,43.706196,7.260227,,0,place_097484,,0
2669,NCCJR9,Collège Jules Romains,43.679434,7.204333,,0,place_099399,,1
2671,PESIN1,Pessicart Inférieur,43.712848,7.24766,,0,place_PESIN1,,0
2676,VAUB76,Vauban,43.708779,7.285926,,0,place_097507,,1
2687,VAUB87,Vauban,43.708891,7.285947,,0,place_097507,,1
2694,PASTE4,Hôpital Pasteur / Clinique Saint-François,43.722986,7.282095,,0,place_098629,,1
2698,MAXBA8,Max Barel,43.700744,7.286929,,0,place_097212,,0
2699,MAXBA9,Max Barel,43.700603,7.287412,,0,place_097212,,0
2703,NCMAL3,Malausséna,43.706435,7.263673,,0,place_097198,,0
2705,ALBAC4,Avenue du Mont Alban,43.706719,7.298076,,0,place_096653,,0
2708,GAMBD8,Gambetta / Buffa,43.696147,7.256602,,0,place_098788,,1
2709,ROSAB9,Rosa Bonheur / Promenade,43.691982,7.249168,,0,place_098500,,1
2710,VALBA0,Vallon Barla / Promenade,43.682173,7.232712,,0,place_098501,,1
2711,CRFER0,Carras / Promenade,43.679508,7.230256,,0,place_096724,,1
2712,FERBE2,Ferber,43.677089,7.228323,,0,place_090328,,1
2713,GROSS3,Grosso CUM / Promenade,43.692348,7.250826,,0,place_096925,,1
2714,VALBA4,Vallon Barla / Promenade,43.68197,7.232865,,0,place_098501,,1
2715,CALIF2,Californie / Promenade,43.673495,7.226457,,0,place_100436,,1
2716,CJNAT1,Jean Natale,43.788707,7.182643,,0,place_098818,,0
2717,CORAT1,Oratoire,43.780237,7.176023,,0,place_098824,,0
2718,CFOUR1,Four à Chaux,43.776653,7.175662,,0,place_098817,,0
2719,CCLRI1,Clos de Ripert,43.783703,7.174371,,0,place_098814,,0
2720,CGOUR1,Le Gourg,43.787004,7.178064,,0,place_098823,,0
2721,SASED1,San Sebastian la Diligence,43.800924,7.179603,,0,place_098825,,0
2722,CGINE1,La Ginestière,43.784756,7.184404,,0,place_098820,,0
2723,CCOUG1,Le Cougnet,43.783014,7.182099,,0,place_100365,,0
2724,CCOUG2,Le Cougnet,43.782943,7.182199,,0,place_100365,,0
2725,CSTJO1,Saint-Joseph,43.789741,7.188611,,0,place_098810,,0
2726,CSTJO2,Saint-Joseph,43.788664,7.189365,,0,place_098810,,0
2727,CHDEE1,Chemin de la Desse,43.780347,7.186402,,0,place_100364,,0
2728,CHDEE2,Chemin de la Desse,43.780688,7.186214,,0,place_100364,,0
2729,ECOPL1,Ecole des Plans,43.779053,7.19693,,0,place_098816,,1
2730,ECOPL2,Ecole des Plans,43.779043,7.196979,,0,place_098816,,1
2731,CGINE2,La Ginestière,43.784673,7.18433,,0,place_098820,,0
2735,NICEP1,Nice La Plaine,43.686924,7.201262,,0,place_100308,,0
